pathway	SRS011271	SRS013216	SRS013234	SRS013252	SRS013261	SRS011405	SRS011452	SRS013502	SRS013506	SRS017304	SRS011529	SRS013638	SRS013687	SRS013705	SRS013711	SRS013723	SRS013825	SRS014271	SRS014287	SRS014235	SRS014343	SRS014613	SRS014629	SRS014923	SRS015133	SRS015174	SRS015190	SRS015395	SRS015425	SRS015450	SRS015470	SRS015574	SRS015578	SRS015663	SRS015762	SRS015782	SRS015854	SRS015921	SRS015960	SRS016002	SRS016018	SRS016056	SRS016095	SRS016111	SRS044902	SRS016203	SRS016225	SRS016267	SRS016319	SRS016331	SRS016335	SRS016437	SRS016517	SRS016529	SRS016533	SRS016541	SRS016553	SRS016559	SRS016600	SRS016753	SRS011584	SRS011586	SRS016990	SRS016954	SRS017076	SRS017080	SRS017088	SRS017103	SRS017127	SRS017139	SRS017191	SRS017209	SRS017215	SRS017227	SRS017307	SRS017497	SRS017521	SRS017533	SRS017537	SRS017701	SRS017713	SRS017788	SRS017821	SRS017849	SRS017851	SRS018133	SRS018145	SRS018149	SRS018157	SRS018313	SRS018394	SRS018427	SRS018439	SRS018443	SRS018501	SRS018513	SRS018585	SRS018591	SRS018739	SRS018769	SRS018791	SRS018817	SRS019081	SRS019087	SRS019245	SRS019267	SRS019582	SRS019685	SRS019787	SRS019894	SRS019906	SRS019910	SRS049959	SRS049389	SRS047219	SRS050422	SRS042643	SRS053335	SRS020233	SRS020261	SRS020263	SRS020386	SRS020869	SRS021484	SRS021496	SRS021986	SRS022006	SRS022093	SRS022129	SRS022609	SRS022621	SRS022625	SRS022645	SRS023176	SRS023212	SRS023557	SRS023617	SRS023914	SRS023926	SRS023930	SRS023938	SRS024265	SRS024277	SRS024281	SRS024289	SRS024301	SRS024310	SRS024331	SRS024347	SRS024355	SRS024388	SRS024424	SRS024470	SRS024482	SRS024580	SRS024596	SRS024598	SRS024625	SRS024637	SRS024649	SRS058182	SRS058770	SRS057692	SRS047634	SRS045197	SRS051600	SRS044742	SRS043411	SRS051031	SRS049164	SRS048870	SRS052697	SRS054590	SRS043701	SRS043422	SRS047113	SRS062427	SRS062544	SRS063287	SRS064493	SRS064276	SRS063417	SRS065179	SRS062540	SRS065310	SRS064557	SRS065278	SRS064809	SRS063603	SRS065347	SRS063985
ko00340	2941.8158	1785.3332	504.3026	1259.1842	1679.2632	4140.1184	4174.6668	1631.5789	604.4342	2615.6374	2674.4737	1666.9421	1271.7495	1053.1005	574.9611	1284.9258	660.6184	3487.5	8287.4263	2519.4284	15.0526	2534.5	3.1579	2668.5089	2944.9684	1602.6847	3552.8753	866.5	62.2105	8747.4605	10547.2105	1508.2326	2554.3263	3353.0937	1936.0789	3105.6068	4155.7632	7405.7653	2153.0579	1975.3995	2706.3668	1918.4695	2200.5221	138.1053	139.1053	2711.2279	1405.2105	1990.2484	1366.3684	2129.0421	2365.2337	1743.3684	1365.4189	1452.6579	570.0	1186.1316	1814.3389	1.4737	265.75	2163.9895	12.2105	5282.5616	1794.4474	2174.07	684.9579	1002.0711	1283.7105	2380.71	972.8	1846.9684	2138.1084	1119.96	454.3158	947.9153	877.1579	297.2368	3141.3937	1625.4974	231.9474	2276.6842	837.7711	1100.9079	2548.5216	1725.0474	1587.1842	2055.0379	717.3205	498.9474	1146.5263	1973.0	1104.4737	2223.8158	1518.3995	338.4737	1151.5442	966.5526	2188.1579	1423.0395	1678.43	13.2105	1046.5132	2260.5716	9311.9689	7562.1232	91.2105	3136.5263	6825.1821	3620.0111	1827.3668	1126.2895	1575.1105	3304.6789	1994.7895	1565.1926	4641.0158	8400.6847	8672.9605	4651.0595	2395.51	3193.5947	3910.3316	1642.9658	1673.1716	1613.0132	968.9079	324.3711	3125.7816	1693.9647	2208.4742	3816.4274	1897.8337	850.3289	1567.1358	3665.9368	1378.4632	1045.3421	2105.9737	1030.0089	1048.6316	716.1474	1301.8737	3126.3289	1921.8947	307.6184	2654.9895	2093.4626	0.0	2563.7816	660.5132	1785.7563	2184.5158	2809.8158	708.8421	1839.7368	727.7763	1498.3684	1562.9474	1933.6768	652.8289	874.6684	1554.3289	2174.0174	857.1058	992.5547	6082.9705	1983.7632	62.7379	2777.8947	2695.31	4522.1716	2018.8216	5487.0732	4341.6316	1925.8889	945.0526	941.6042	5725.0484	1965.0395	1229.2632	1762.6	4269.3689	155.8421	1354.3158	1172.2763	1205.3158	3170.9005	1446.3947	694.4316	1712.1074	0.0	2785.1847
ko00350	466.7645	290.1423	142.121	349.5645	0.0	628.279	723.2045	564.8871	241.8226	845.4061	476.1097	254.5661	226.6058	302.6261	182.0448	372.0858	341.6532	1129.4919	1346.9774	388.0745	448.6129	393.6881	649.9677	384.3819	500.9945	576.5997	559.3706	296.571	475.2581	2450.581	4243.4955	415.3948	414.6	553.6803	523.8387	512.2884	650.5565	2467.5313	329.9516	727.4706	414.6994	312.0865	397.4094	574.4516	484.871	421.2794	439.5806	326.6187	395.2903	631.9135	440.7519	280.1613	210.8974	506.2742	330.9355	432.8548	338.3916	0.0	159.9113	374.9677	0.0	801.1729	292.6935	324.2632	165.5161	369.7516	324.6935	377.7881	443.6129	575.5645	348.0168	432.2471	170.8387	358.1423	149.9226	0.0	543.8968	605.7097	234.8548	390.5161	341.0242	358.6855	413.8006	341.6065	0.0	0.0	222.6158	208.5484	426.4919	303.1774	354.0242	341.129	545.7339	262.2148	280.5271	257.1452	458.3226	331.0887	427.2529	331.4516	227.7984	336.119	5419.4529	2131.2916	562.6774	523.6129	1039.9532	539.5223	273.6771	304.7419	548.6452	554.129	354.6258	460.5374	965.2239	1406.049	1944.3026	704.8271	350.1994	0.0	802.4516	281.4355	264.9894	254.6235	293.4032	233.2097	568.1452	245.989	439.9142	609.3665	600.8577	426.9758	380.4868	608.0258	357.7419	366.8065	612.9355	185.1755	363.3226	231.6452	429.9919	540.5671	597.5161	341.2984	823.7339	403.1952	0.0	413.8145	330.6423	557.4706	316.0452	756.4516	323.6019	406.1935	274.6371	0.0	0.0	295.1474	176.1371	269.5161	0.0	321.231	306.0916	301.9384	2303.2529	484.129	452.0968	425.7419	420.4574	680.4942	300.0265	921.0274	782.8494	298.6026	260.1855	344.8123	901.1997	503.8226	612.4677	666.6935	643.8981	574.4758	280.8065	367.8629	374.3145	503.7361	343.4839	294.129	449.5432	441.5484	499.4003
ko00360	606.3346	446.9227	118.7019	350.5385	502.4231	952.5123	1008.9235	446.6154	175.1442	752.4077	625.2462	364.9904	283.2146	302.8942	158.2519	362.5538	172.6635	963.0192	1566.7731	530.8604	0.0	523.3704	0.0	444.7696	577.9165	497.6538	895.1662	227.8577	29.8462	2670.6038	3850.1685	418.6877	604.3538	691.6538	510.5577	694.0842	878.9038	1635.3273	488.2827	622.8942	586.9462	519.0596	604.9015	189.9231	275.2692	559.5188	373.4038	466.6	396.9038	626.1727	512.67	439.0385	273.7815	356.1635	151.6538	292.3462	457.9988	0.4615	56.4135	600.3	239.5385	1121.1165	473.25	476.7112	150.6135	289.6481	319.3846	623.3538	304.1846	544.6	514.4946	375.3365	124.0385	375.9846	202.7827	254.2308	701.8146	481.8096	51.5	569.8846	264.5173	337.6731	618.8923	475.8	461.5769	499.8208	201.1731	116.7692	413.2308	422.6731	356.7308	453.1346	483.2212	96.5192	286.75	263.8846	655.2692	379.6635	464.1735	7.1154	276.2981	469.1781	5736.7188	2277.9304	153.3846	809.7308	1313.2642	744.5446	366.3427	294.1442	498.6577	800.1846	414.5442	423.4808	993.9138	1665.6558	2054.4588	992.1592	461.0923	958.8308	1132.5462	441.0642	355.3935	374.2281	276.8558	42.9923	1009.8719	347.5188	656.5769	884.0877	568.9808	194.0288	308.3492	1010.0692	462.6308	300.9519	612.1058	228.9562	330.2692	179.4538	442.0346	756.7896	495.5865	68.5385	757.7577	674.1781	0.0	671.5904	185.3846	519.6273	478.2615	648.5385	178.6346	540.3846	229.9327	441.3846	457.3077	454.15	179.2981	278.6423	396.9615	481.5188	250.4231	299.3192	2178.9269	623.25	71.7181	613.4923	587.7346	894.9373	403.1981	1146.6112	1413.2331	458.0712	298.3462	339.9504	1234.2573	492.1058	386.3846	499.8885	765.0904	203.2692	331.1923	316.2885	310.2192	795.3423	400.0865	177.5615	489.2615	0.0	563.4008
ko00361	119.6	4.375	33.3	26.3	7.5	24.3	51.0	81.5	43.1	260.6	46.4	67.0	44.3	10.6	37.7	75.0	74.2	235.2	526.65	78.9	265.5	67.75	389.9	172.3	182.732	106.7	42.2	131.3	12.4	825.35	2013.634	80.4	64.8	189.7	18.4	93.0	147.1	804.6	37.0	39.4	47.4	14.8	55.7	345.8	3.9	101.4	8.8	16.25	27.1	166.233	81.3	1.5	61.25	95.2	94.7	215.6	16.833	0.0	34.6	4.7	607.2	113.8	12.6	55.0	13.9	156.1	42.5	52.3	40.7	79.4	47.55	3.5	35.6	87.2	27.9	0.3	112.1	102.0	50.7	18.7	17.0	20.9	26.8	6.5	0.9	2.6	8.7	47.4	62.3	56.0	58.8	130.6	2.933	25.633	4.6	14.3	92.9	12.3	17.2	3.8	5.0	69.0	2893.05	657.902	347.0	47.6	364.2	97.6	38.6	9.5	147.4	98.8	119.8	11.4	101.0	556.7	259.7	97.3	95.8	51.0	96.6	9.1	56.7	26.6	6.0	20.1	7.2	63.4	18.3	137.8	31.0	48.3	1.1	7.0	16.4	58.3	37.1	27.4	19.5	0.0	135.7	67.6	40.8	9.6	132.4	21.183	0.0	38.3	52.733	50.8	14.9	17.95	41.633	30.8	9.7	6.7	2.2	39.8	26.4	25.4	22.2	24.5	13.1	9.2	277.7	81.5	151.4	77.18	80.1	217.9	52.6	225.92	31.64	36.6	42.5	81.2	100.0	36.4	290.2	330.1	223.6	346.8	12.0	97.7	48.3	18.9	9.4	80.8	46.8	17.5	184.268
ko00362	264.1158	69.5655	109.2171	176.8947	73.7895	197.7632	241.9213	353.0	142.4276	522.3958	169.5737	168.4468	96.6195	198.9318	153.3603	185.2542	424.7171	773.8158	783.4711	192.8321	369.6579	148.0939	530.1053	289.0266	248.3939	383.2063	210.57	310.2974	532.2105	1336.6858	2954.1495	222.39	160.2579	271.6074	222.3421	328.5171	278.1447	1605.0271	126.6566	271.1997	176.6866	107.9932	155.3226	519.1053	385.5526	168.2761	122.75	133.8182	290.3158	357.5961	209.4926	64.1316	124.6618	386.8882	429.8947	457.7632	141.6574	466.3684	172.9145	103.7	802.0526	342.2911	89.5658	111.1182	99.9803	379.0829	181.5	138.8629	450.6053	245.0526	135.4961	174.8924	84.5	188.4253	68.8013	97.3816	226.1176	421.4408	381.3421	118.7632	86.8487	170.4079	138.3818	92.2395	72.0132	75.5613	137.43	199.8158	182.3026	107.5	165.2237	198.8158	199.41	338.9076	134.8379	100.9342	205.0	177.9539	261.8292	361.7895	119.3355	129.4311	4403.2242	1295.7411	474.7368	167.6579	751.5089	250.7576	118.2126	135.5461	342.4342	236.7368	234.9224	220.5963	551.3974	719.0989	1389.4668	327.1334	195.2945	171.4921	264.3553	85.8421	142.1042	107.0316	158.6908	359.1053	85.75	123.5261	124.0879	300.8761	334.3774	484.5197	153.2318	146.9421	168.0	205.0592	398.5724	107.2095	219.3553	116.8421	201.3289	211.1663	298.4671	553.9605	421.1974	92.2361	555.5789	150.8408	358.7234	178.395	90.7684	232.9605	319.9866	127.8421	133.2171	68.8421	68.4474	94.0174	96.5987	125.6974	103.6447	106.8813	147.7984	134.0879	1088.1063	159.9211	413.8158	206.3737	180.6339	340.0461	128.9121	440.71	382.4279	117.8774	121.0526	175.6145	284.7634	208.0855	803.0	629.4868	345.5311	511.1579	128.7105	310.0395	199.9395	130.5503	226.3882	256.7895	180.43	472.6053	198.1247
ko00363	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	553.2917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6436.0833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	754.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3424.125	594.9613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.835
ko00380	0.0	196.3116	0.0	0.0	528.2258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.6542	0.0	0.0	0.0	0.0	976.9435	783.4226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3234.0971	4068.9929	0.0	0.0	356.5326	0.0	0.0	0.0	1981.9658	0.0	0.0	0.0	0.0	351.4255	0.0	0.0	0.0	0.0	220.6132	0.0	0.0	0.0	0.0	122.1826	0.0	0.0	0.0	606.7732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.8016	0.0	0.0	0.0	0.0	0.0	268.7235	0.0	0.0	0.0	0.0	249.2661	0.0	528.7613	480.2903	0.0	0.0	0.0	0.0	201.4839	0.0	0.0	0.0	0.0	0.0	0.0	647.8387	0.0	0.0	0.0	0.0	0.0	5768.59	2870.831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1032.7484	1307.729	442.8013	0.0	0.0	0.0	0.0	608.8013	0.0	605.1723	0.0	0.0	0.0	420.5532	0.0	480.8129	0.0	430.4758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	464.1523	0.0	0.0	0.0	0.0	0.0	880.8065	0.0	586.7742	0.0	468.2581	486.9355	0.0	0.0	0.0	509.2661	0.0	0.0	0.0	0.0	493.0161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	449.4894	0.0	355.3871	0.0	0.0	244.79	0.0	0.0	0.0	0.0	0.0
ko00400	2733.2129	1478.8935	809.1129	1607.8065	1120.4839	3449.7603	3530.8726	2727.4355	1080.7823	3260.5871	2560.4581	1459.761	1198.8023	1389.8306	989.9081	1593.7677	1962.8306	5129.0645	6905.729	2220.4545	521.2903	2085.2671	775.8387	2321.6629	2419.3006	2296.8387	2932.3526	1524.9516	52.7097	8051.1603	12383.3755	1815.5761	2190.3774	2908.2077	2439.4274	2918.0965	3516.8065	10860.2606	1727.4629	2794.1935	2103.7416	1560.2884	2052.3729	728.9677	1403.7097	2274.8855	1814.2903	1658.7739	2244.4355	2521.2729	2071.0771	1458.6774	1188.2935	2582.379	1820.0645	1734.0645	1281.7655	0.9677	1104.5081	1846.1548	1198.6371	4406.9048	1529.1129	1772.8048	1072.1339	1371.6726	1577.2903	2028.9868	2271.6645	2340.1677	1870.8481	1513.0081	850.0968	1237.7403	816.8242	856.4032	2635.1368	3025.971	1877.2903	1937.6613	1264.1177	1394.5161	2199.01	1204.5129	1082.5323	1672.7158	909.871	1301.0645	1511.621	1551.1774	1424.3145	1956.6129	1942.2955	1856.6987	1358.2097	1196.4839	1757.6452	2223.1935	2436.671	15.6774	1606.5403	1777.2552	8244.5597	6740.8848	719.6452	2619.2903	6222.9358	2945.9174	1404.1132	1761.0645	2148.9839	2812.6	1832.3048	2077.2419	5907.2784	7534.0535	10703.4758	3972.67	1981.8481	2183.8097	2768.9968	1275.4148	1471.2503	1341.0945	1276.5242	1929.3661	2618.0439	1479.2242	1784.3548	3532.7458	2740.6613	2917.879	1245.6642	3130.0258	1087.1226	1417.5887	3026.621	1077.8419	1521.9355	1241.6968	1634.2194	2826.9655	2837.4919	2927.6129	3642.3355	1735.9261	0.0	2236.2694	2035.9084	2120.1661	1806.0258	2351.4839	1857.3761	1439.9355	1050.3145	1009.7097	1044.1613	1548.4116	1124.5887	1268.3032	1098.4194	1753.1113	1154.7742	1304.4065	8621.6145	1570.7097	314.9794	2283.1355	2339.2577	3645.9268	1677.5729	4737.3039	3608.7168	1674.3303	1238.0565	1224.2403	4666.4671	2485.879	2313.0323	2290.0871	3495.851	727.3306	1119.0	2115.5806	1866.9839	2621.2906	2131.9435	1717.071	2198.8984	33.871	2197.6558
ko00410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3802.6212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3295.8113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00430	1448.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1495.325	0.0	732.9675	0.0	0.0	0.0	0.0	2908.8438	3619.1125	0.0	0.0	0.0	0.0	0.0	1050.0012	0.0	0.0	0.0	1202.5	5169.7787	7758.165	0.0	0.0	1604.0425	0.0	1521.89	0.0	5980.9975	1326.0625	0.0	0.0	0.0	0.0	1296.375	0.0	0.0	0.0	1387.6475	0.0	0.0	0.0	0.0	644.02	0.0	0.0	0.0	856.435	0.0	0.0	0.0	0.0	2954.3088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1281.0225	0.0	0.0	0.0	0.0	0.0	1629.4162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1246.875	0.0	0.0	0.0	0.0	0.0	0.0	1064.75	0.0	0.0	843.25	0.0	1349.5862	7074.1025	4515.89	1302.875	0.0	0.0	2030.1688	0.0	0.0	0.0	1903.55	990.2625	0.0	0.0	3869.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	921.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1306.9375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1091.1675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2033.3338	1287.8125	691.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1018.215
ko00440	302.0714	54.22	122.1071	233.0714	160.1429	512.3807	466.6193	476.1786	235.5357	469.3071	281.5714	230.6436	172.9586	174.0357	173.3214	233.9286	422.7143	838.4643	972.8286	330.2021	193.6429	222.3429	280.2143	257.655	357.0364	344.1786	619.7736	230.3429	9.1429	1572.3493	1840.8936	295.4521	405.3	399.8514	339.0893	407.03	319.9286	1717.6186	263.9821	441.1964	367.5893	413.6429	302.0779	247.2143	8.5	403.7021	333.3929	210.2679	270.6071	351.9043	220.0771	289.6429	144.2021	533.25	405.1429	299.0	177.9157	0.1429	269.2857	482.2857	435.8571	705.7257	261.6786	293.0236	152.0714	235.65	224.1429	412.6964	482.5714	379.5	288.0836	254.3214	195.0	210.1786	118.375	5.5357	357.4114	508.8571	448.9286	359.6071	235.8929	200.9643	400.5893	169.1786	156.1071	257.0593	135.5893	326.2857	276.1071	191.3929	261.6071	354.7143	316.4757	424.19	164.5357	176.2143	398.7143	214.625	253.53	3.9286	143.5357	199.405	1568.4671	1300.9007	252.2857	623.8571	845.0593	353.8457	173.3507	232.7679	308.7857	690.1571	207.2321	333.8214	805.1907	1336.6	1149.5343	507.965	319.6964	299.1786	361.6071	260.7143	194.7621	204.905	188.6429	449.3571	738.0	194.5236	366.2857	603.3871	374.4643	666.2143	192.405	722.8286	214.5	251.7143	373.25	154.0657	223.9286	228.3571	267.4286	468.7679	485.6429	661.5357	645.4286	441.5464	0.0	414.2143	430.6186	343.5121	88.5571	428.3571	409.4043	213.5714	166.25	142.6429	149.0714	307.6786	122.1429	171.5357	143.9643	236.1307	210.7143	198.6786	1500.5571	369.6071	114.8571	405.2143	310.5179	612.47	231.25	674.1193	884.595	296.0714	226.8214	218.2264	551.4529	338.75	457.1429	341.0	384.5	247.2857	195.7857	310.3214	341.8429	559.5536	245.3214	397.5	377.5	12.5	385.9771
ko00450	2157.8333	1534.66	598.5333	1578.5333	813.9333	3164.9753	3375.49	2093.4667	839.1667	2859.0993	2096.7	1263.0453	1056.6007	1309.0873	937.246	1544.2207	1443.4667	4290.9	5928.8467	1830.4373	0.0	1858.538	0.0	1785.0567	2081.446	1992.346	2679.7547	1220.2933	973.8	7668.5287	11592.092	1824.464	1906.86	2484.412	2172.25	2323.8773	3175.3333	8520.1833	1644.2933	2199.0627	1813.4127	1365.0327	1898.8147	1167.6667	0.0	2017.51	1437.6	1642.3793	1877.1667	2442.1647	1976.934	1355.4667	982.2867	2019.5	1349.8	1475.7333	1089.0187	0.0	871.2	1755.5467	0.0	3822.2313	1400.3	1598.7433	797.2333	1153.1133	1530.1	1816.1893	1829.8267	2170.6667	1631.536	1387.7873	726.4667	1275.7873	644.3667	876.3	2314.9793	2465.6733	1364.8	1766.9667	929.8	1321.4667	1929.9007	905.0	780.3667	1525.0893	866.296	1064.0	1590.3	1553.8333	1459.8333	1694.5	1658.922	1308.1427	1222.046	1101.1667	1831.1333	1807.4167	2083.64	679.0	1238.4	1718.1293	7852.1667	6519.7927	1176.2	2385.2667	5259.9833	2578.25	1392.7647	1328.0833	2151.4667	2511.18	1597.2333	1818.5207	5449.5707	6404.774	9848.0967	3487.014	1663.0927	1640.7667	2179.1267	1233.7347	1254.852	1147.4707	1141.0667	1299.8	2975.268	1246.31	1647.7793	2816.19	2248.746	2151.2667	1169.3573	2856.4667	820.2	1131.5667	2615.7	956.6567	1351.7	968.96	1532.8667	2417.9533	2209.5667	1933.7667	3351.8	1772.0187	0.0	1987.16	1523.2093	2068.7233	1670.1733	1902.9	1420.0093	1078.6667	917.9333	736.5333	760.3333	1438.2873	844.4	1238.1667	898.6333	1570.11	1050.5127	1256.1127	8170.816	1606.2	954.1347	2060.1333	1975.746	3346.6	1506.7873	4065.336	3663.31	1454.0127	1210.8	1292.036	4376.948	2084.2	1904.0	2085.6667	2988.178	1172.6167	1102.6667	1608.8667	1779.5867	2475.254	1759.8667	1378.8667	2067.3627	0.0	2012.0987
ko00460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5146.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
