# Constructed from biom file
#OTU ID	HBC	HCY	HY	HCN	C2_M	HAK	HCB	HCT	HBD	HAD	C10_M	HBI	C23_M	C13_M	C3_M	HCH	C24_M	HT	HDE	HCW	HK	C22_M	HCA	HF	HDB	C6_M	HCR	HAF	HBH	HBZ	HBJ	HAV	HBY	HM	HBR	HO	C19_M	HJ	HCJ	HAZ	HBL	HZ	HQ	HCQ	HDC	C9_M	C16_M	HP	HR	HCP	HL	HBG	HE	HAO	HAN	C7_M	HAE	HN	HU	HA	HAR	HAC	HCK	HAX	C4_M	C15_M	HCZ	HBB	HAL	HCO	HAG	HI	HDD	HDA	HBE	HBA	HBM	C14_M	HBF	HW	HCM	HBK	HC	HD	HG	HAA	C5_M	HAB	HAI	HBW	HAM	HCF	HAJ	C25_M	HBV	HAT	HCV	HCI	HAU	HCL	HS	HB	HCD	HCU	HAH	HAP	HV	HDF
6d8ccf5c4b538fdfad7903e68b536d69	0	0	0	0	0	89	0	0	0	0	4	0	0	7	8	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	0	3	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	43	0	0	0	2	0	0	0	0	0	0	0
ba8804fd56482c0b42270237fc49942e	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8cadaa0774ec2d9a5f04ab3c55980f44	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f33566daffc24d3599cc6b1fe138da84	0	0	0	0	0	82	0	0	5452	72	112	0	0	0	12	0	2309	24	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146	68	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3530	43	47	0	0	298	1164	289	0	39	204	2	0	0	0	0	0	5658	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	0	3120	0	0	0	0	0	0	0	0	0
63fdc5dc10b7e26a5d72c41dc8f61f23	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ccb93e4bc174ca59c4367ad9f0725997	0	0	0	0	0	77	58	0	227	95	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	354	0	0	87	0	0	0	0	0	2	0	0	337	0	12	0	9	76	0	46	2	33	0	17	309	0	399	0	0	0	0	0	0	15	0	0	0	0	0	34	0	0	0	0	0	0	2	26	10	0	0	0	0	2	125	15	0	0	0	0	0	68	0	0	87	0	0	0	0	20	429	0	0	3	82	0	0	0	0	0	0	0
f811d80c6cb1e875faf55a365ec431dd	0	0	0	0	0	76	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
783267ffb8a09f1e2411d9bc927345e2	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4456	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	810	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ca9b8876dd0e798ec4f5b35db436aa2f	0	0	0	0	0	73	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bfbcae672f1d7508a3a559df49faeadf	0	0	0	0	0	69	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1131	0	0	60	0	0	0	0	0	0	0	0
ff0fabc97cc0a7a7ebf000f3055ae7be	0	0	0	0	0	65	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
224612173484261a2994b10cc388ba7a	0	0	0	0	0	62	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	6	0	0	9	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	53	7	4	0	10	12	0	0	0	0	0	0	0	24	3	0	0	0	0	0	8	0	0	1	0	11	0	0	0	0	0	0	3	0	0	0	2	10	0	0	0	0	0	0	8	94	0	0	0	0	5	0	0	0	0	26	0	44	2	0	0	1	0
58a31aa13aaf376697899a66b8e28d45	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c594942d67b1e473519977cd373ea3c	0	0	0	0	0	55	0	0	517	137	567	0	0	0	945	0	0	0	0	332	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3682	26	0	258	0	43	0	0	0	0	0	0	0	215	0	0	0	79	0	0	0	0	0	145	0	0	0	0	0	0	0	0	1408	0	0	0	0	0	0	0	0	0	0	0
fd73890fb2938ed80767aab0f965f487	0	0	0	0	0	50	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330f4709b8032e129aaea38befb4a766	0	0	0	0	0	48	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0
fa1d4829ab57a66fe78e3d2288a8e85c	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	83	0	0	0	0	0	0	0
c86f5fad9674ab043ad69ac7b2c3786b	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7dec93ae228c2c7000991c8abb54c76f	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
e229f5ec79945bfeb7221b6b4029fbcd	0	0	0	0	0	47	0	0	0	62	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	42	0	0	0	15	0	96	0	0	0	0	0	0
00a0448de9a5cfc0bff2f5059c6ccbb2	0	0	0	0	0	44	0	0	0	65	0	0	0	24	0	0	44	0	0	0	0	0	0	0	0	18	18	0	0	0	0	0	0	3	0	2	0	2	16	0	0	0	0	45	0	0	0	7	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	18	0	0	0	12	0	0	57	0	2	0	0	0	0	21	0	0	8	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
100b5c9770ed2bd107f232d738fb61e3	0	0	0	0	0	43	49	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	161	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	85	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	190	2	0	0	0	7	0	0	0	0	0	0	0
9e57c0b7a3958b6cbd0f360931bc5d6c	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46bc8816787589bd7a4349e0eb145870	0	0	0	0	0	39	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	3	0	0	0	0	0	0	86	0	7944	0	0	0	0	0	0	99	0	0	0	0	62	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	17	0	576	10	0	0	2	0	0	0	0	0	0	0	0	0	313	0	0	78	0	75	10	0	0	0	0	0	0	0	0	0	0	0	0
3c38a94a1d03ec3f27c1e5519b8dcfc0	0	0	0	0	0	38	0	0	0	10	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	2	37	0	0	0	0	0	0	4	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	2	0
78d1e0b2d6c385eed21ac6056f790ea2	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94e1b069091e69b162071499f67c1a45	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3404119aad03a6e0bccb057dddd487f2	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
832d84d726e8a587d61bc6d8768fb774	0	0	0	0	0	35	90	0	0	0	38	0	0	2	13	0	0	3	0	21	0	0	0	0	34	0	64	0	0	155	0	0	2	0	17	2	0	0	68	0	0	0	0	7	0	0	0	4	0	12	8	12	0	0	0	0	0	0	3	0	0	0	93	0	56	18	13	17	53	0	0	1	0	14	0	0	0	0	1029	0	2	8	0	0	0	8	0	44	0	90	84	0	0	0	0	0	72	0	0	0	26	0	0	0	0	0	0	0
c501282825e8a2a65a42870302ee9b1c	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0
9a30cb096dd825a7a8dc208635db772c	0	0	0	0	0	32	14	0	238	23	105	0	0	37	0	4	0	276	0	141	0	0	0	0	0	13	167	0	0	14	0	0	0	7	0	0	0	5	197	0	12	0	13	39	0	25	0	23	0	540	8	0	0	0	0	2	0	0	140	3	0	0	313	24	0	494	0	0	37	11	22	3	3	130	0	0	0	14	0	5	173	36	0	0	0	0	0	96	0	0	42	0	0	0	0	4	3877	0	0	0	10	0	0	0	0	0	11	0
e21dbedba0beb048b632bf98dbbd6bb2	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160a330952c752e5e100c0342310ff1c	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	97	0	0	0	0	0	0	59	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c72b9c22f728f0dbc8ba4640c4b07ede	0	0	0	0	0	30	0	0	69	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	112	0	0	0	205	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0
f1b40fae0a7107db2d54ab8f80d78ffc	0	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f8e05ff041c84df5fe0acc49ba2b796	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
0e46073e04d7d9084d3e04313f48a91b	0	0	0	0	0	24	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	19	0	0	15	0	0	0	53	0	0	4	0	7	0	0	0	7	7	0	10	0	2	34	8	0	0	0	3	171	0	64	1725	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	136	0	0	2972	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
de1344e86554ff99d4bd95ac8a08db1c	0	0	0	0	0	23	227	0	170	0	52	0	0	47	0	0	256	0	0	189	0	0	0	0	0	29	119	0	0	376	0	0	0	0	0	0	0	0	120	0	8	0	0	170	25	79	0	22	0	212	0	0	0	0	0	0	0	0	0	0	0	0	281	2	0	69	0	0	0	7	104	0	2	738	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	19	273	0	0	0	8	0	0	0	0	0	0	0
f8deb95ecebb65f7cbc4747c1d98f739	0	0	0	0	0	23	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
070553b8df38e710d5cd473df5ff2415	0	0	0	0	0	22	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	39	0	0	0	37	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e1f56721ed8787f167869a7583201233	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	28	11	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	3	0
4b674ed2826742d4e586086af289b49e	0	0	0	0	0	21	23	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	56	0	0	2	0	0	0	0	0	23	0	0	0	39	35	0	0	0	0	0	0	30	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
c3cd7c0a6c66564f6f1d6f0b7633e95b	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4a00ccfd82513599278207312c53a5c8	0	0	0	0	0	20	0	0	0	0	190	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0
da28ee975a411229d7195926d7fe07cd	0	0	0	0	0	18	0	0	79	0	0	0	0	0	0	0	0	182	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	95	0	0	88	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	295	0	2	0	0	0	0	0	0	0	57	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	15	0	0	0	0	0	0	0
6e8e3b935eb87b571f7eae38d44c59bc	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6213226b0f1acad8b8cb84b11e112712	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a820032759b1dab3b4fdc49ad1f0b53b	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76d88d232112e8f1b53f8f299d44f967	0	0	0	0	0	17	0	0	1912	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1801	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3857	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	313	0	0	0	10	0	0	0	0	0	0	0	0
65c248508291a2ba6bb2b2426ca175c8	0	0	0	0	0	16	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	61	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	14	0	0	0	0	0	0	10	0	0	0	0	0	0	0	8	21	0	0	0	0	0	0	0	0	0	2	0
a103db8a212af33f94df33d376f607e2	0	0	0	0	0	15	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	105	0	151	4	19	0	0	0	0
087257aea1edf36c84495ef9a22582b3	0	0	0	0	0	14	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	16	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	0	0	0	0	13	0	4	83	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ebcac69d3efbd8c12b3a05587ac2c0b3	0	0	0	0	0	14	0	0	0	67	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
