sample	weighted_NSTI
SRR1952949	0.16188487288726816
SRR1952956	0.15341370551394798
SRR1952954	0.22116091273350408
SRR1952948	0.197919567714214
SRR1952953	0.13902043742567416
SRR1952950	0.1351931594012719
