sequence	pathway	1	1229	1230	1231	1237	1238	1239	1241	1244	1253	1255	1258	1267	1268	1269	1272	1281	1283	1286	1295	1299	1311	1312	1313	1314	1317	1326	1327	1328	1331	1340	1341	1344	1350	1354	1355	1358	1368	1369	1372	1373	1380	1381	1405	1406	1408	1409	1412	1413	1414	1415	1418	1427	1428	1430	1445	1454	1455	1458	1459	1460	1468	1471	1481	1482	1485	1495	1496	1497	1500	1509	1510	1511	1514	1522	1523	1526	1534	1535	1538	1539	1548	1549	1552	1560	1564	1573	1574	1577	1586	1587	1588	1599	1600	1603	1611	1612	1614	1620	1621	1626	1627	1659	1660	1663	1671	1672	1675	1696	1700	1701	1721	1722	1725	1733	1737	1758	1759	1762	1763	1806	1807	1823	1826	1843	1844	1858	1860	1863	1868	1869	1871	1874	1884	1908	1909	1960	1995	1996	1999	2	2035	2053	2054	2055	2058	2078	2079	2082	2120	2121	2152	2158	2172	2173	2176	2187	2188	2191	2192	2194	2204	2205	2209	2210	2213	2218	2219	2223	2224	2227	2235	2239	2242	2250	2254	2261	2262	2265	2273	2274	2277	2278	2286	2287	2290	2291	2292	2300	2301	2304	2324	2325	2328	2350	2351	2354	2355	2386	2387	2390	2398	2399	2409	2413	2415	2416	2519	2524	2525	2528	2583	2587	2590	2609	2612	2659	2662	2697	2700	2780	2781	2783	2784	2803	2807	2810	2834	2836	2839	2876	2879	2908	2909	2913	2928	2929	2932	2953	2954	2955	2967	2968	2969	2972	3	3014	3015	3019	3022	3023	3056	3057	3060	3061	3098	3099	3102	3109	3112	3115	3124	3125	3126	3129	3137	3138	3141	3174	3175	3178	3186	3187	3190	3278	3279	3282	4
SH085059.07FU_FJ196779_refs	PWY-6609	0	0	0	0	0.000427950536901779	0	0	0	0.00116310196675227	0	0	0.00133829796853368	0	0	0	0	0	0.00128588693440504	0.00275368818209832	0	0	0	0	0	0	0	0.0104189683904336	0	0	0.000851441597878468	0.0196887093851267	0.000384013498063046	0.00204878242885133	0.000332799318222524	0	0	0.0257201736499239	0.000397850349156908	0	0.0112883559639315	0	0.0183285263344908	0	0.0190611365930114	0.0162948836867943	0	0	0.00241400962659724	0.000591713048927336	0	0	0.023958225394688	0.00476226354176902	0	0.0254477225481309	0.0176542366784627	0	0.000132300950574635	0.00931039046697613	0	0	0	0	0	0	0.0124221152202956	0	0	0	0	0	0	0	3.40119795099082e-05	0	0.0399647304539669	0	0.00519237043910885	0.00158924519393211	0	0	0.00363261060966582	0	0	0	0	0	0.0180436207094745	0.00204679419051057	0	0	0	0	0.00443881530745684	0.00042543681713766	0.000315737193616418	0.0039842944213806	1.65704058440482e-05	0	0	0	0	0	0.00349946149586609	0	0	0	0	0	0	0	0	0.000642411283592219	0.00189118986469622	0	0	0	0	0	0	0	0	0	0.0125287720117056	0	0	0.0176611025686811	0	0	0	0	0	0	0	0	0	0.0146768186598741	0	0	0	0	0	0.00857980247703144	0	0	0	0.0245286093891641	0	0.00436729473367916	0	0.000205708359202385	0.0149842316089719	0	0	0	0	5.86640359437567e-05	0.00163450171513196	0	0	0.000273776590420873	0.0290823865519623	0.000876316768181148	0	0.0290867472533421	0	0	0	0.00712316266655851	0.0135929180751837	0	0.0173345962210726	0	0.0205792200220429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251980512018706	0	0	0	0	0	0.0123015619662275	0	0	0	0	0	0	0	0	0	0	0	0.00446312408815113	0	0	0	0	0	0.0392636537992766	0.00744678813759912	0	0	0	0	0	7.89790588972957e-05	0.0138052518795126	0	0.0302655297754336	0.00435602379798952	0	0	0	0.0191147656944429	0	0	0	0	0	0	0	0	0	0	0	0.0121538027308093	0	0	0.0207518766411826	0	0	0	0	0	0	0	0.0123550818651946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00972614783190674	0	0.00810301006647474	0	0	0	0	0	0	0	0
SH085061.07FU_FJ196778_refs	PWY-6609	0	0	0	0	0	0	0	0	0	0	0	0.00133829796853368	0	0	0	0	0.000742969609945532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109718142303728	0	0	0	0	0	0	0	0	0	0.00101825146302727	0	0.00198553506177202	0	0	0	0	0	0	0	0.00177468336256948	0	0	0	0	0	0	0.00114004781228279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00159858921815868	0	0	3.78391712840978e-05	0	0	0	0	0	0	0	0	0.000949664247867079	0	0	0	0	0	0.000403528664314258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00545080208648092	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205332442815655	0	0	0	0	0	0	0	0	0	0	0.00346691924421452	0	0.00293988857457756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062056567813326	0	0	0	0	0	0	0.00125502289813751	0	0.00075663824438584	0	0.00140429267273646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118994208131877	0	0	0.000703453445463817	0	0	0	0	0	0	0	0	0	0	0.000525867390652844	0	0	0	0	0	0	0	0	0	0	0	0	0.00096060719327474	0	0.00101287625830934	0	0	0	0	0	0	0	0
SH087963.07FU_AY046185_refs_singleton	PWY-6609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236185497836568	0	0	0	0	0	0	0	0	0	0	0	0.00453097269172791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50332317411219e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH091472.07FU_JQ301893_refs	PWY-6609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067589131859205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259478333163572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0268355073796354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0923405512957553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30874363670126e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128288073335049	0.00945760772770875	0	0	0	0	0	0	0	0	0.914659082415033	0	0	0	0	0	0	0	0	0	0	0	0.00421831598875392	0	0	0
SH116191.07FU_AF145330_refs	PWY-6609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00950039843568993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210909357220118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH117088.07FU_FJ426996_refs	PWY-6609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158392897048143	0	0.000624985542831729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH123761.07FU_HM148092_refs	PWY-6609	0	0	0	0	0	0.0105861957887729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091345621426708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000610118491824102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0716986381958987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26674422868855e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH127902.07FU_DQ780364_refs	PWY-6609	0	0	0	0	0	0	1.4705965249547	0	0	0	0	0.00107063837482694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00443160547608614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112862109525581	0	0	0	0	0	0	0.0131018842010375	0	0	0.00138315984082818	0	0	0	0.00140068076633635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101806030065331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH127903.07FU_DQ780343_refs	PWY-6609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000511202038573534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000971153359931287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
