assembly	Acetyl.CoA_assimilation	Aerobe	Biotin_prototroph	Carbon_fixation	Coenzyme_A_prototroph	Denitrifier	Dissimilatory_sulfate_reduction	Fructose_utilizing	Galactose_utilizing	Glucose_utilizing	Glycine_prototroph	L.alanine_prototroph	L.arabinose_utilizing	L.arginine_prototroph	L.asparagine_prototroph	L.aspartate_prototroph	L.cysteine_prototroph	L.glutamate_prototroph	L.glutamine_prototroph	L.histidine_prototroph	L.isoleucine_prototroph	L.leucine_prototroph	L.lysine_prototroph	L.methionine_synthesis_with_homocysteine_as_intermediate	L.methionine_synthesis_with_methanethiol	L.phenylalanine_prototroph	L.proline_prototroph	L.selenocysteine_synthesis	L.serine_prototroph	L.threonine_prototroph	L.tryptophan_prototroph	L.tyrosine_prototroph	L.valine_prototroph	Lactose_utilizing	Maltose_utilizing	Nitrogen_fixer	Sucrose_utilizing	Sulfur_reducer	Trehalose_utilizing	Use_of_nitrate_as_electron_acceptor	Xylose_utilizing
2541047088	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	1	0	NA	1	NA	0	0	0	NA	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2541047090	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	1	NA	1	1	1	0	1	0	0	0	0	0	NA	0	NA	NA	0	0	1	0	0	0	0	0	0	0	0
2541047092	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	NA	NA	1	NA	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047095	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	NA	0	1	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047099	0	1	NA	0	0	0	0	0	0	1	1	NA	0	0	1	NA	1	1	1	0	0	0	0	0	0	0	NA	0	1	1	NA	0	0	0	0	0	0	0	0	0	0
2541047100	0	1	NA	0	0	0	0	0	0	1	1	NA	0	1	1	NA	1	1	1	0	1	NA	0	1	1	0	NA	0	1	1	0	0	1	0	0	0	0	0	0	0	0
2541047101	0	1	NA	0	0	0	0	0	0	1	1	NA	0	0	1	1	1	1	1	0	1	0	0	0	0	0	NA	0	1	1	NA	0	1	0	0	0	0	0	0	0	0
2541047117	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0
2541047118	1	1	NA	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0
2541047123	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047124	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047129	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	1	NA	1	NA	0	0	0	NA	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2541047152	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	0	1	1	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047153	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	NA	0	NA	1	NA	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0
2541047154	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	NA	1	1	0	NA	0	NA	1	NA	0	1	0	0	0	0	0	0	0	0
2541047155	0	0	0	0	0	0	0	0	0	0	1	1	0	NA	1	1	1	1	1	0	1	1	NA	0	0	0	NA	0	NA	1	NA	0	1	0	0	0	0	0	0	0	0
2541047159	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	1	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047160	0	0	NA	0	NA	0	0	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
2541047161	0	1	0	0	0	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	1	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047165	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047168	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047170	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047176	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047177	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047183	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0
2541047184	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047186	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
2541047193	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047194	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047206	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047210	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047211	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047213	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047215	0	0	NA	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0
2541047219	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047221	0	0	NA	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
2541047222	0	0	NA	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0
2541047223	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0
2541047224	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047225	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047228	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0
2541047229	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
2541047231	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047233	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047234	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047237	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047242	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047243	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0
2541047245	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047247	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	NA	1	1	0	1	0	0	0	0	0	0
2541047250	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
2541047251	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047320	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047321	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047331	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	1	0	0	1	0	0	1
2541047341	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047344	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047353	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047357	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047396	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047421	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047423	0	0	0	0	0	0	0	1	1	1	NA	NA	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
2541047426	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047430	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047431	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047433	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047436	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047442	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047445	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	NA	1	NA	0	0	0	NA	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047446	0	0	0	0	0	0	0	0	0	1	NA	NA	0	0	NA	NA	NA	1	1	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2541047447	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	NA	1	1	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047448	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	NA	NA	NA	1	NA	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047449	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	NA	NA	NA	1	NA	0	0	0	NA	0	0	0	NA	1	0	NA	0	0	0	0	0	0	1	0	0	0	0
2541047451	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
2541047452	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047453	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047456	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047460	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047461	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
2541047471	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
2541047476	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2541047478	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	NA	1	0	0	1	1	0	1	0	NA	1	NA	0	1	0	0	0	0	0	0	1	0
2541047482	0	1	1	0	0	0	0	0	0	1	1	NA	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0
2541047483	0	0	0	0	0	0	0	0	0	0	1	NA	0	0	NA	1	NA	1	1	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047503	0	1	0	0	0	0	0	0	0	0	1	NA	0	0	NA	NA	NA	1	1	0	NA	0	0	1	1	0	NA	1	1	1	0	0	1	0	0	1	0	0	0	0	0
2541047506	0	0	0	0	NA	0	0	0	0	0	NA	NA	0	0	NA	NA	NA	1	NA	0	0	0	0	0	0	0	NA	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0
2541047507	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	NA	NA	1	1	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047509	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	NA	NA	NA	1	1	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047510	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047511	0	0	0	0	NA	0	0	0	0	0	1	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	1	0	1	1	0	0	1
2541047516	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	NA	1	1	0	NA	0	0	0	0	0	NA	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0
2541047517	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2541047518	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	1	NA	NA	1	NA	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2541047520	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0
2541047521	0	1	1	0	1	0	0	0	0	1	NA	1	0	1	1	1	1	1	1	NA	1	0	0	0	0	0	1	1	NA	NA	0	0	1	0	0	0	0	0	0	1	0
2541047522	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0
2541047523	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
2541047525	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0
2541047529	0	0	0	0	0	0	0	1	1	1	NA	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0
2541047530	1	1	1	0	1	0	0	0	1	1	1	1	0	1	NA	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
2541047531	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
2541047535	1	1	1	0	1	0	0	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
2541047537	1	1	1	0	1	0	0	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
2541047540	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0
2541047541	1	1	1	0	1	0	0	0	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
2541047551	0	0	0	0	0	0	0	1	0	1	NA	NA	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
2541047555	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	NA	NA	1	NA	0	0	0	NA	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047557	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	NA	1	1	0	NA	0	NA	1	NA	0	1	0	0	0	0	0	0	0	0
2541047576	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0
2541047578	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	NA	1	1	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047579	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	NA	1	1	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
2541047587	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	NA	0	1	0	1	0	0	1	0	0	1	0	0	0
2541047588	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0
2541047592	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
2541047594	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
2541047597	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	NA	0	NA	1	NA	0	0	0	NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2541047671	1	1	NA	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	1	0	1	1	0	0	0	0	0	0	1	1
2541047678	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047680	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047681	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047683	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	NA	NA	1	0	0	0	1	0	1	1	1
2541047684	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047685	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047687	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047688	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047690	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047695	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047698	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	0	0	0	1	0	1	1	1
2541047700	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047705	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047706	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047710	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047712	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047715	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047719	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047721	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047725	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	0	0	0	1	0	1	1	1
2541047728	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047732	1	1	1	0	NA	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047734	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	0	0	0	1	0	1	1	1
2541047736	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047742	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047747	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047750	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
2541047751	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047753	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047755	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	1	0	0	0	1	0	1	1	1
2541047760	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
2541047763	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	0	0	0	1	0	1	1	1
